QuestionId,WholeAssignment,ConstructName,SubjectName,QuestionText,CorrectAnswer,ConstructId,SubjectId,Answer,Answer_value,Misconception,MisconceptionId
1430,"Add proper fractions with the same denominator. Adding and Subtracting Fractions. Calculate:
\(
\frac{2}{7}+\frac{1}{7}
\)",Add proper fractions with the same denominator,Adding and Subtracting Fractions,"Calculate:
\(
\frac{2}{7}+\frac{1}{7}
\)",C,424,230,AnswerBText,\( \frac{2}{49} \),MisconceptionBId,202.0
1432,"Complete missing number mental subtraction problems with numbers over 1000. Mental Addition and Subtraction. A \( 4 \) digit number belongs in this box to make the calculation true
\(
\square -7806=1253
\)
What is the \( 4^{\text {th }} \) digit of the number that belongs in the box?",Complete missing number mental subtraction problems with numbers over 1000,Mental Addition and Subtraction,"A \( 4 \) digit number belongs in this box to make the calculation true
\(
\square -7806=1253
\)
What is the \( 4^{\text {th }} \) digit of the number that belongs in the box?",A,3212,203,AnswerBText,\( 3 \),MisconceptionBId,234.0
1435,Add decimals with the same number of decimals places. Adding and Subtracting with Decimals. \( 3.52+2.75= \),Add decimals with the same number of decimals places,Adding and Subtracting with Decimals,\( 3.52+2.75= \),C,301,223,AnswerBText,\( 7.17 \),MisconceptionBId,1898.0
1436,Know the equation of the axes. Horizontal and Vertical Lines. What is the equation of the \( x \) axis?,Know the equation of the axes,Horizontal and Vertical Lines,What is the equation of the \( x \) axis?,D,922,258,AnswerBText,\( x=0 \),MisconceptionBId,2113.0
1437,"Calculate the range from a list of data. Range and Interquartile Range from a List of Data. What is the range of this set of data?
\[
4 \mathrm{~cm}, \quad 22 \mathrm{~cm}, \quad 5 \mathrm{~cm}, \quad 7 \mathrm{~cm}
\]",Calculate the range from a list of data,Range and Interquartile Range from a List of Data,"What is the range of this set of data?
\[
4 \mathrm{~cm}, \quad 22 \mathrm{~cm}, \quad 5 \mathrm{~cm}, \quad 7 \mathrm{~cm}
\]",A,2774,339,AnswerBText,\( 22 \mathrm{~cm} \),MisconceptionBId,1177.0
1438,"Describe an ascending linear sequence in words. Linear Sequences (nth term). Which of the following is the most accurate way to describe this sequence?

\[
4,10,16,22,28, \ldots
\]",Describe an ascending linear sequence in words,Linear Sequences (nth term),"Which of the following is the most accurate way to describe this sequence?

\[
4,10,16,22,28, \ldots
\]",C,1093,171,AnswerBText,The first term is \( 6 \) and the common difference is negative \( 4 \),MisconceptionBId,2377.0
1439,Complete mental addition problems up to 1000. Mental Addition and Subtraction. \( 23+108= \),Complete mental addition problems up to 1000,Mental Addition and Subtraction,\( 23+108= \),D,81,203,AnswerBText,\( 338 \),MisconceptionBId,285.0
1443,Recognise the equations of horizontal lines from a diagram. Horizontal and Vertical Lines. What is the equation of this line? ![A graph showing a horizontal line going through 4 on the y axis.](),Recognise the equations of horizontal lines from a diagram,Horizontal and Vertical Lines,What is the equation of this line? ![A graph showing a horizontal line going through 4 on the y axis.](),A,920,258,AnswerBText,\( x=4 y \),MisconceptionBId,2301.0
1444,Use a protractor to measure angles between 90° and 180°. Measuring Angles. Which diagram shows an angle of \( 135^{\circ} \) ?,Use a protractor to measure angles between 90° and 180°,Measuring Angles,Which diagram shows an angle of \( 135^{\circ} \) ?,A,1737,180,AnswerBText,"![A 180 degree protractor (straight edge at the bottom) with 2 red lines and a blue sector marking out an angle being measured by the protractor. The angle is between the red line that is at 0 (inner scale) and 180 (outer scale) on the right of the protractor, anti-clockwise, to the red line that is half way between 120 and 130 (inner scale) and halfway between 60 and 50 (outer scale).]()",MisconceptionBId,2251.0
1446,"Match linear sequences to other representations, such as tables and graphs. Linear Sequences (nth term). Which sequence matches this graph? ![Position]()","Match linear sequences to other representations, such as tables and graphs",Linear Sequences (nth term),Which sequence matches this graph? ![Position](),C,3510,171,AnswerBText,"![The sequence 3, 5, 7 represented pictorially using squares. For the first term 3 squares are placed with two squares as the base and one square stacked on top of the square on the left hand side. For each additional term, 2 squares, stacked on top of each other are added to the left hand side of the previous term's image.]()",MisconceptionBId,142.0
1447,"Solve two-step linear equations, with the variable on one side, with all positive integers. Linear Equations. Solve the following equation for \( a \) :
\[
2=3 a-4
\]","Solve two-step linear equations, with the variable on one side, with all positive integers",Linear Equations,"Solve the following equation for \( a \) :
\[
2=3 a-4
\]",A,1470,64,AnswerBText,\( a=-\frac{2}{3} \),MisconceptionBId,2530.0
1449,Answer negative number problems that require the use of BIDMAS. Multiplying and Dividing Negative Numbers. \( -4+(-5) \times 3= \),Answer negative number problems that require the use of BIDMAS,Multiplying and Dividing Negative Numbers,\( -4+(-5) \times 3= \),D,284,212,AnswerBText,\( -27 \),MisconceptionBId,1507.0
1450,Identify the order of rotational symmetry of a shape. Rotational Symmetry. ![A solid yellow equilateral triangle (3 sided polygon with all 3 sides of equal length).]() What is the order of rotational symmetry of this equilateral triangle?,Identify the order of rotational symmetry of a shape,Rotational Symmetry,![A solid yellow equilateral triangle (3 sided polygon with all 3 sides of equal length).]() What is the order of rotational symmetry of this equilateral triangle?,D,3346,276,AnswerBText,\( 1 \),MisconceptionBId,2355.0
1451,"Recognise that a sequence is linear sequences when expressed as a pattern. Linear Sequences (nth term). Tom and Katie are discussing linear sequences Tom says this is a linear sequence: ![Three shapes made of squares. The first is an L-shape made of 3 squares so the bottom line is two squares long. The second shape is also an L but with a bottom line of three squares. The fourth shape is the same but the bottom line is four squares long.  ]() Katie says this is a linear sequence: ![Three shapes made of squares. The first is an L-shape made of 3 squares. The second shape is an L made of 5 squares, two on the top row and three on the bottom row. The third shape is an L made of 7 squares, 3 on the top row and four on the bottom. ]() Who is correct?",Recognise that a sequence is linear sequences when expressed as a pattern,Linear Sequences (nth term),"Tom and Katie are discussing linear sequences Tom says this is a linear sequence: ![Three shapes made of squares. The first is an L-shape made of 3 squares so the bottom line is two squares long. The second shape is also an L but with a bottom line of three squares. The fourth shape is the same but the bottom line is four squares long.  ]() Katie says this is a linear sequence: ![Three shapes made of squares. The first is an L-shape made of 3 squares. The second shape is an L made of 5 squares, two on the top row and three on the bottom row. The third shape is an L made of 7 squares, 3 on the top row and four on the bottom. ]() Who is correct?",C,1133,171,AnswerBText,"Only
Katie",MisconceptionBId,1198.0
1452,"Given a positive x value, find the corresponding y value for reciprocal graphs. Cubics and Reciprocals. This is a part of the table of values for the equation \( \boldsymbol{y}=\frac{\mathbf{1}}{\boldsymbol{x}} \) \begin{tabular}{|c|c|}
\hline\( x \) & \( 0 \) \\
\hline\( y \) & \(\bigstar\) \\
\hline
\end{tabular} What should replace the star?","Given a positive x value, find the corresponding y value for reciprocal graphs",Cubics and Reciprocals,"This is a part of the table of values for the equation \( \boldsymbol{y}=\frac{\mathbf{1}}{\boldsymbol{x}} \) \begin{tabular}{|c|c|}
\hline\( x \) & \( 0 \) \\
\hline\( y \) & \(\bigstar\) \\
\hline
\end{tabular} What should replace the star?",D,1556,57,AnswerBText,\( 1 \),MisconceptionBId,1924.0
1453,"Calculate the midpoint between two coordinates in 2D, where all the values are integers but at least one is negative. Midpoint Between Two Co-ordinates. What is the midpoint of these two coordinates? ![A set of axes with two points (-4,5) and (6,2) plotted.]()","Calculate the midpoint between two coordinates in 2D, where all the values are integers but at least one is negative",Midpoint Between Two Co-ordinates,"What is the midpoint of these two coordinates? ![A set of axes with two points (-4,5) and (6,2) plotted.]()",A,1377,408,AnswerBText,"\( (5,3.5) \)",MisconceptionBId,2275.0
1455,"Form expressions from situations described in words. Linear Equations. I think of a number. I add on five and then multiply the result by four. The answer I get is \( 17 \).
Which of the following equations represents this?",Form expressions from situations described in words,Linear Equations,"I think of a number. I add on five and then multiply the result by four. The answer I get is \( 17 \).
Which of the following equations represents this?",D,1267,64,AnswerBText,\( 4 n+5=17 \),MisconceptionBId,871.0
1456,Calculate the square of a number. Function Machines. ![An image of a function machine. The input is 20 and the function is squared.]() What is the output of this function machine?,Calculate the square of a number,Function Machines,![An image of a function machine. The input is 20 and the function is squared.]() What is the output of this function machine?,A,473,649,AnswerBText,\( 40 \),MisconceptionBId,2316.0
1457,Recognise and use efficient methods for mental multiplication. Mental Multiplication and Division. Tom and Katie are discussing ways to calculate \( 21 \times 12 \) mentally Tom does \( 12 \times 7 \) and then multiplies his answer by \( 3 \) Katie does \( 21 \times 6 \) and then doubles her answer Who would get the correct answer?,Recognise and use efficient methods for mental multiplication,Mental Multiplication and Division,Tom and Katie are discussing ways to calculate \( 21 \times 12 \) mentally Tom does \( 12 \times 7 \) and then multiplies his answer by \( 3 \) Katie does \( 21 \times 6 \) and then doubles her answer Who would get the correct answer?,C,3316,204,AnswerBText,Only Katie,MisconceptionBId,488.0
1460,"Convert between cl and l. Volume and Capacity Units. \[
650 \text { centilitres }=\bigstar \text { litres }
\]
What should replace the star?",Convert between cl and l,Volume and Capacity Units,"\[
650 \text { centilitres }=\bigstar \text { litres }
\]
What should replace the star?",A,2114,197,AnswerBText,\( 0.65 \),MisconceptionBId,2505.0
1461,"Use inequality notation to order a negative and a positive integer. Inequalities on Number Lines. One of these pairs of numbers does not fit 
the inequality \( d \geq h \)

Can you find which pair?",Use inequality notation to order a negative and a positive integer,Inequalities on Number Lines,"One of these pairs of numbers does not fit 
the inequality \( d \geq h \)

Can you find which pair?",A,3033,165,AnswerBText,\( \begin{array}{c}d=1 \\ h=-4\end{array} \),MisconceptionBId,1880.0
1462,"Calculate the cube root of a number. Square Roots, Cube Roots, etc. \( \sqrt[3]{8}= \)",Calculate the cube root of a number,"Square Roots, Cube Roots, etc",\( \sqrt[3]{8}= \),D,480,246,AnswerBText,\( 4 \),MisconceptionBId,1881.0
1463,"Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 . Quadratic Equations. Mo wants to solve this equation using the quadratic formula.
\(
5 h^{2}-3 h-2=0
\)

What should replace the triangle? \( ?\pm \sqrt{\triangle-?} \)",Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,Quadratic Equations,"Mo wants to solve this equation using the quadratic formula.
\(
5 h^{2}-3 h-2=0
\)

What should replace the triangle? \( ?\pm \sqrt{\triangle-?} \)",C,1493,65,AnswerBText,\( -6 \),MisconceptionBId,2316.0
